CP013741.1	AL450380.1	80.268	2235	403	27	2880756	2882960	583404	581178	0.0	1650
CP013741.1	AL450380.1	81.204	2059	371	15	3320124	3322174	2055790	2057840	0.0	1644
CP013741.1	AL450380.1	86.680	1494	186	7	3856921	3858410	2344282	2345766	0.0	1644
CP013741.1	AL450380.1	77.178	2870	624	23	2567229	2570084	1008870	1006018	0.0	1642
CP013741.1	AL450380.1	78.384	2549	531	17	900865	903405	2626846	2624310	0.0	1637
CP013741.1	AL450380.1	78.665	2531	489	33	3048905	3051393	1871052	1873573	0.0	1635
CP013741.1	AL450380.1	78.833	2537	456	44	1674282	1676752	2185741	2183220	0.0	1635
CP013741.1	AL450380.1	74.785	3835	858	84	3275045	3278805	2014833	2018632	0.0	1624
CP013741.1	AL450380.1	78.554	2518	499	31	4215893	4218388	139080	136582	0.0	1620
CP013741.1	AL450380.1	82.344	1886	313	18	2944868	2946743	1203073	1201198	0.0	1620
CP013741.1	AL450380.1	79.667	2282	439	23	1504151	1506419	1368584	1370853	0.0	1620
CP013741.1	AL450380.1	76.608	3031	655	42	4352590	4355605	3249903	3252894	0.0	1620
CP013741.1	AL450380.1	83.174	1777	290	3	2853552	2855328	608595	606828	0.0	1616
CP013741.1	AL450380.1	80.634	2112	390	18	3416836	3418938	807994	805893	0.0	1616
CP013741.1	AL450380.1	84.091	1672	264	2	960667	962337	2560985	2559315	0.0	1613
CP013741.1	AL450380.1	79.474	2280	455	10	1588305	1590574	676267	678543	0.0	1605
CP013741.1	AL450380.1	84.465	1635	239	9	812932	814557	2233363	2231735	0.0	1598
CP013741.1	AL450380.1	78.055	2561	539	18	197072	199617	3090748	3093300	0.0	1594
CP013741.1	AL450380.1	81.101	2016	356	21	435973	437968	361298	363308	0.0	1589
CP013741.1	AL450380.1	84.429	1612	235	12	2459169	2460767	1094206	1095814	0.0	1572
CP013741.1	AL450380.1	76.139	3139	650	66	3680911	3683989	846280	843181	0.0	1555
CP013741.1	AL450380.1	76.139	3139	650	66	3660207	3663285	846280	843181	0.0	1555
CP013741.1	AL450380.1	76.139	3139	650	66	3639503	3642581	846280	843181	0.0	1555
CP013741.1	AL450380.1	85.753	1474	204	4	3573698	3575168	915101	913631	0.0	1554
CP013741.1	AL450380.1	84.470	1584	235	6	2344020	2345603	1575474	1573902	0.0	1552
CP013741.1	AL450380.1	82.068	1857	294	31	4122976	4124813	2754521	2756357	0.0	1548
CP013741.1	AL450380.1	76.626	2875	629	33	4024467	4027309	298987	296124	0.0	1546
CP013741.1	AL450380.1	77.124	2789	559	61	3830369	3833105	467962	465201	0.0	1543
CP013741.1	AL450380.1	79.914	2091	414	6	7687	9774	8966	11053	0.0	1530
CP013741.1	AL450380.1	77.655	2627	512	58	1671715	1674291	2188367	2185766	0.0	1530
CP013741.1	AL450380.1	78.191	2499	472	58	3003846	3006306	1149631	1147168	0.0	1528
CP013741.1	AL450380.1	78.520	2351	482	18	239205	241539	3123491	3125834	0.0	1522
CP013741.1	AL450380.1	76.929	2774	570	53	3711392	3714114	823978	821224	0.0	1513
CP013741.1	AL450380.1	84.017	1608	221	19	805963	807535	2240298	2238692	0.0	1513
CP013741.1	AL450380.1	84.930	1493	223	2	3006391	3007882	1147124	1145633	0.0	1509
CP013741.1	AL450380.1	81.913	1819	297	24	50006	51800	3242519	3240709	0.0	1507
CP013741.1	AL450380.1	81.935	1788	311	10	252005	253786	3135264	3137045	0.0	1502
CP013741.1	AL450380.1	83.510	1607	265	0	3570544	3572150	918290	916684	0.0	1500
CP013741.1	AL450380.1	78.256	2442	448	49	2984194	2986570	1166728	1164305	0.0	1491
CP013741.1	AL450380.1	78.349	2374	463	35	1060355	1062692	214251	216609	0.0	1489
CP013741.1	AL450380.1	77.632	2508	520	26	2500961	2503445	2157660	2160149	0.0	1485
CP013741.1	AL450380.1	76.401	2856	612	48	2406641	2409477	1067130	1064318	0.0	1483
CP013741.1	AL450380.1	87.578	1288	149	9	786419	787703	2257066	2255787	0.0	1482
CP013741.1	AL450380.1	83.130	1636	256	13	2700735	2702366	1765392	1767011	0.0	1474
CP013741.1	AL450380.1	83.467	1615	232	19	804249	805860	2241928	2240346	0.0	1471
CP013741.1	AL450380.1	82.139	1730	294	11	1640746	1642462	714231	715958	0.0	1469
CP013741.1	AL450380.1	80.797	1906	338	18	4238983	4240876	117248	115359	0.0	1467
CP013741.1	AL450380.1	81.131	1839	339	7	2398006	2399840	1075859	1074025	0.0	1467
CP013741.1	AL450380.1	77.303	2529	535	35	914747	917255	2605090	2602581	0.0	1454
CP013741.1	AL450380.1	79.264	2146	398	33	586507	588627	2911014	2908891	0.0	1454
CP013741.1	AL450380.1	81.488	1788	314	10	2342194	2343974	1577254	1575477	0.0	1452
CP013741.1	AL450380.1	83.396	1608	222	28	3858548	3860121	2345835	2347431	0.0	1448
CP013741.1	AL450380.1	76.776	2661	571	29	3232193	3234837	191969	189340	0.0	1447
CP013741.1	AL450380.1	82.266	1686	287	9	1446068	1447747	1316547	1318226	0.0	1447
CP013741.1	AL450380.1	76.749	2701	561	51	3136581	3139233	1912789	1915470	0.0	1447
CP013741.1	AL450380.1	79.771	2007	388	17	1130154	1132151	314922	316919	0.0	1441
CP013741.1	AL450380.1	75.666	3041	650	55	2473363	2476334	1974014	1977033	0.0	1434
CP013741.1	AL450380.1	77.111	2582	520	47	3247203	3249744	179830	177280	0.0	1428
CP013741.1	AL450380.1	76.623	2695	563	49	1009394	1012050	2520439	2517774	0.0	1424
CP013741.1	AL450380.1	76.306	2794	582	64	3540321	3543071	954859	952103	0.0	1419
CP013741.1	AL450380.1	79.021	2145	396	31	1830703	1832811	1675739	1677865	0.0	1419
CP013741.1	AL450380.1	82.560	1617	266	8	3797077	3798679	492635	491021	0.0	1410
CP013741.1	AL450380.1	78.024	2257	461	25	3715974	3718206	819384	817139	0.0	1387
CP013741.1	AL450380.1	78.239	2192	451	22	3370804	3372979	2106677	2108858	0.0	1382
CP013741.1	AL450380.1	77.605	2380	463	43	4191167	4193497	160399	158041	0.0	1378
CP013741.1	AL450380.1	80.971	1771	310	24	1206999	1208760	2864965	2863213	0.0	1378
CP013741.1	AL450380.1	76.090	2844	563	73	2390770	2393508	1078968	1076137	0.0	1376
CP013741.1	AL450380.1	83.750	1440	232	2	1794617	1796055	1519721	1521159	0.0	1362
CP013741.1	AL450380.1	82.353	1581	266	11	2467177	2468750	1965985	1967559	0.0	1362
CP013741.1	AL450380.1	79.035	2032	392	20	975921	977928	2546145	2544124	0.0	1362
CP013741.1	AL450380.1	81.329	1671	302	8	1057150	1058813	211160	212827	0.0	1349
CP013741.1	AL450380.1	78.565	2104	410	28	3514658	3516730	771238	769145	0.0	1349
CP013741.1	AL450380.1	80.963	1723	311	15	3568694	3570406	920140	918425	0.0	1349
CP013741.1	AL450380.1	79.428	1959	364	22	2540259	2542184	1947440	1945488	0.0	1349
CP013741.1	AL450380.1	80.645	1767	319	17	3230365	3232121	193766	192013	0.0	1347
CP013741.1	AL450380.1	76.841	2444	526	35	199898	202321	3093542	3095965	0.0	1341
CP013741.1	AL450380.1	82.051	1599	261	12	423681	425268	2970894	2969311	0.0	1339
CP013741.1	AL450380.1	77.626	2266	461	36	1120715	1122964	257225	259460	0.0	1334
CP013741.1	AL450380.1	78.982	1965	402	8	100924	102882	2373616	2375575	0.0	1330
CP013741.1	AL450380.1	78.203	2115	436	17	2780271	2782370	530708	528604	0.0	1328
CP013741.1	AL450380.1	83.894	1397	217	7	403129	404520	2984145	2982752	0.0	1327
CP013741.1	AL450380.1	77.699	2260	431	47	3532421	3534643	962620	960397	0.0	1314
CP013741.1	AL450380.1	80.434	1753	316	14	1750661	1752407	1427794	1429525	0.0	1312
CP013741.1	AL450380.1	82.832	1462	244	5	2076987	2078444	2453630	2452172	0.0	1303
CP013741.1	AL450380.1	75.600	2750	606	54	2271125	2273835	1726004	1728727	0.0	1301
CP013741.1	AL450380.1	76.841	2349	516	26	2277597	2279926	1726392	1728731	0.0	1299
CP013741.1	AL450380.1	81.093	1629	300	7	1722116	1723740	1410867	1412491	0.0	1295
CP013741.1	AL450380.1	79.010	1920	382	15	1425991	1427897	1294673	1296584	0.0	1293
CP013741.1	AL450380.1	80.822	1679	291	26	4240891	4242555	115292	113631	0.0	1288
CP013741.1	AL450380.1	83.513	1389	216	8	1453336	1454716	1323771	1325154	0.0	1284
CP013741.1	AL450380.1	78.964	1911	374	23	4131578	4133470	2762495	2764395	0.0	1277
CP013741.1	AL450380.1	81.078	1633	280	24	322983	324601	3035295	3033678	0.0	1277
CP013741.1	AL450380.1	82.787	1464	217	21	1469985	1471419	1339543	1341000	0.0	1275
CP013741.1	AL450380.1	83.075	1418	218	15	2411933	2413339	1062975	1061569	0.0	1269
CP013741.1	AL450380.1	81.611	1539	278	4	4109159	4110696	2741815	2743349	0.0	1269
CP013741.1	AL450380.1	79.275	1848	356	23	2828725	2830554	627518	625680	0.0	1266
CP013741.1	AL450380.1	76.461	2413	517	39	2361729	2364100	1553957	1551555	0.0	1262
CP013741.1	AL450380.1	82.962	1438	205	20	735184	736605	2292562	2291149	0.0	1262
CP013741.1	AL450380.1	79.784	1761	330	21	2451638	2453385	1026742	1024995	0.0	1256
CP013741.1	AL450380.1	80.967	1613	274	20	2597765	2599368	980232	978644	0.0	1247
CP013741.1	AL450380.1	80.265	1662	318	9	2559030	2560686	2143417	2145073	0.0	1243
CP013741.1	AL450380.1	77.421	2148	443	30	3186907	3189026	2000922	2003055	0.0	1242
CP013741.1	AL450380.1	79.076	1840	347	20	4206651	4208456	149289	147454	0.0	1230
CP013741.1	AL450380.1	79.567	1757	325	21	2819571	2821299	629473	627723	0.0	1225
CP013741.1	AL450380.1	87.873	1039	124	2	2965140	2966177	1190224	1189187	0.0	1219
CP013741.1	AL450380.1	82.398	1426	222	19	2960425	2961839	1194855	1193448	0.0	1216
CP013741.1	AL450380.1	84.041	1272	193	9	2486987	2488253	1992028	1993294	0.0	1216
CP013741.1	AL450380.1	77.123	2155	457	30	4168297	4170439	2948761	2946631	0.0	1216
CP013741.1	AL450380.1	77.424	2073	445	19	2693031	2695090	1759304	1761366	0.0	1214
CP013741.1	AL450380.1	80.639	1596	283	18	2450026	2451598	1028879	1027287	0.0	1212
CP013741.1	AL450380.1	78.537	1887	374	26	2419699	2421570	1055146	1053276	0.0	1212
CP013741.1	AL450380.1	79.270	1780	333	24	3345912	3347665	2079775	2081544	0.0	1210
CP013741.1	AL450380.1	78.643	1901	347	38	3158790	3160662	1935020	1936889	0.0	1206
CP013741.1	AL450380.1	77.435	2105	409	46	2835394	2837459	621803	619726	0.0	1195
CP013741.1	AL450380.1	79.640	1665	314	18	3885876	3887530	2677084	2678733	0.0	1173
CP013741.1	AL450380.1	79.963	1612	304	19	3861698	3863300	2348313	2349914	0.0	1170
CP013741.1	AL450380.1	79.051	1771	321	32	4133475	4135205	2764436	2766196	0.0	1170
CP013741.1	AL450380.1	81.500	1427	256	8	2084921	2086344	2449792	2448371	0.0	1166
CP013741.1	AL450380.1	81.812	1413	231	18	3420052	3421443	804914	803507	0.0	1162
CP013741.1	AL450380.1	78.303	1839	371	21	2368464	2370292	1547593	1545773	0.0	1160
CP013741.1	AL450380.1	85.976	1091	143	9	753206	754290	2278340	2277254	0.0	1158
CP013741.1	AL450380.1	74.040	3047	694	70	110079	113057	2383350	2386367	0.0	1155
CP013741.1	AL450380.1	82.579	1303	227	0	1001557	1002859	2532937	2531635	0.0	1149
CP013741.1	AL450380.1	82.877	1279	214	4	1223631	1224907	2341431	2340156	0.0	1144
CP013741.1	AL450380.1	80.432	1528	272	23	1	1522	58	1564	0.0	1140
CP013741.1	AL450380.1	81.123	1425	267	2	2361729	2363152	1555624	1554201	0.0	1140
CP013741.1	AL450380.1	80.261	1535	280	17	1299119	1300649	1805496	1803981	0.0	1134
CP013741.1	AL450380.1	79.235	1647	325	14	4010773	4012409	2305188	2306827	0.0	1131
CP013741.1	AL450380.1	78.217	1772	378	7	3041632	3043397	948302	946533	0.0	1127
